date,ts_code,industry_name,lead_stock,close_price,pct_change,industry_index,company_num,pct_change_stock,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20251014,885951.TI,预制菜,国光连锁,19.0,0.53,1146.36,104,10.02,90.0,86.0,3.0,510150,消费ETF
20251014,885914.TI,煤炭概念,宝泰隆,3.96,1.17,2160.71,84,10.0,193.0,190.0,2.0,515220,煤炭ETF
20251014,885462.TI,乳业,妙可蓝多,26.04,0.34,2159.26,34,4.54,20.0,21.0,0.0,510150,消费ETF
20251014,885780.TI,啤酒概念,金徽酒,20.36,0.71,1537.59,30,4.3,26.0,26.0,0.0,512690,白酒ETF
20251014,885733.TI,航运概念,华光源海,29.8,0.63,1710.68,85,10.74,127.0,130.0,-3.0,510300,沪深300ETF
20251014,885947.TI,DRG/DIP,塞力医疗,25.03,-1.91,1133.37,23,0.56,13.0,23.0,-9.0,159929,医药ETF
20251014,885878.TI,HJT电池,天合光能,18.74,-0.27,2671.65,61,8.39,181.0,194.0,-12.0,516290,光伏ETF
20251014,885497.TI,旅游概念,文科股份,4.92,-0.01,2853.98,139,10.07,113.0,129.0,-15.0,510150,消费ETF
20251014,885876.TI,网红经济,罗莱生活,8.5,-0.34,1488.03,114,5.99,81.0,100.0,-19.0,512980,传媒ETF
20251014,885874.TI,云游戏,佳创视讯,5.37,-2.74,1515.37,27,-0.37,51.0,72.0,-20.0,159869,游戏ETF
20251014,885927.TI,CRO概念,峆一药业,22.11,-1.71,822.52,70,1.42,54.0,78.0,-23.0,510660,创新药ETF
20251014,886006.TI,钙钛矿电池,耀皮玻璃,8.22,-0.78,926.4,59,10.04,202.0,226.0,-23.0,516290,光伏ETF
20251014,886000.TI,一体化压铸,博俊科技,31.33,-2.23,1306.86,55,6.24,84.0,109.0,-25.0,515030,新能源车ETF
20251014,886051.TI,减肥药,德源药业,37.78,-1.66,1373.81,56,3.0,51.0,78.0,-26.0,510660,创新药ETF
20251014,885866.TI,数字货币,东信和平,25.28,-1.19,2421.78,92,10.01,168.0,202.0,-33.0,515230,软件ETF
20251014,885819.TI,电力物联网,中电鑫龙,13.97,-1.44,2098.26,81,5.04,104.0,139.0,-35.0,561380,电网设备ETF
20251014,885982.TI,华为欧拉,品高股份,34.77,-2.37,1636.02,47,4.89,81.0,118.0,-36.0,515230,软件ETF
20251014,885603.TI,网络游戏,卧龙新能,9.85,-1.35,1668.11,64,7.42,98.0,135.0,-36.0,159869,游戏ETF
20251014,886076.TI,军工信息化,中电鑫龙,13.97,-2.0,1693.36,107,5.04,116.0,161.0,-44.0,512660,军工ETF
20251014,886038.TI,超导概念,安泰科技,19.86,-1.59,2111.53,26,10.03,100.0,146.0,-45.0,561380,电网设备ETF
20251014,886004.TI,虚拟电厂,文科股份,4.92,-0.86,1534.62,125,10.07,301.0,346.0,-45.0,561380,电网设备ETF
20251014,885919.TI,碳中和,德固特,40.57,-0.29,1922.32,250,19.99,331.0,382.0,-51.0,516160,新能源ETF
20251014,886054.TI,光刻机,新莱应材,74.78,-4.51,1837.8,47,14.03,147.0,201.0,-53.0,588710,科创半导体设备ETF
20251014,885930.TI,工业母机,奥普光电,67.76,-2.28,1698.46,106,5.96,170.0,236.0,-66.0,159638,高端装备ETF
20251014,885425.TI,特高压,神马电力,41.51,-1.31,4022.33,113,6.71,208.0,276.0,-68.0,561380,电网设备ETF
20251014,885864.TI,光刻胶,新莱应材,74.78,-3.5,3799.24,74,14.03,151.0,221.0,-69.0,588710,科创半导体设备ETF
20251014,886037.TI,6G概念,惠丰钻石,31.7,-2.71,1758.14,74,14.73,225.0,297.0,-71.0,515880,通信ETF
20251014,886015.TI,创新药,亚太药业,6.24,-1.08,1335.41,259,10.05,185.0,256.0,-71.0,510660,创新药ETF
20251014,885999.TI,汽车热管理,中石科技,44.37,-2.21,2084.96,130,12.16,211.0,284.0,-72.0,515030,新能源车ETF
20251014,886058.TI,华为昇腾,中威电子,11.65,-2.7,1641.47,95,8.68,138.0,212.0,-73.0,515230,软件ETF
20251014,886008.TI,减速器,迎丰股份,10.78,-2.45,2015.67,123,10.0,189.0,267.0,-77.0,562500,机器人ETF
20251014,885884.TI,航空发动机,安泰科技,19.86,-1.74,2921.37,92,10.03,204.0,286.0,-81.0,512660,军工ETF
20251014,885574.TI,卫星导航,东信和平,25.28,-1.96,4049.0,215,10.01,271.0,367.0,-95.0,515880,通信ETF
20251014,885936.TI,绿色电力,文科股份,4.92,-0.38,1145.09,337,10.07,590.0,686.0,-96.0,516160,新能源ETF
20251014,885956.TI,智慧政务,恒宝股份,21.96,-1.63,1565.09,210,6.55,246.0,343.0,-97.0,515230,软件ETF
20251014,885743.TI,军民融合,楚江新材,11.32,-1.46,1535.28,234,10.01,291.0,390.0,-98.0,512660,军工ETF
20251014,885426.TI,海工装备,四方达,12.87,-1.21,3331.96,236,11.72,419.0,518.0,-99.0,159638,高端装备ETF
20251014,885980.TI,华为鲲鹏,中威电子,11.65,-2.16,1504.55,174,8.68,213.0,315.0,-102.0,515230,软件ETF
20251014,885456.TI,互联网金融,红豆股份,2.97,-0.97,6694.25,211,7.22,320.0,425.0,-104.0,512880,证券ETF
20251014,885566.TI,大飞机,安泰科技,19.86,-1.58,3396.77,138,10.03,229.0,334.0,-105.0,512660,军工ETF
20251014,885343.TI,稀土永磁,新莱福,76.1,-2.27,3542.38,60,19.99,410.0,521.0,-111.0,512400,有色ETF
20251014,885928.TI,钠离子电池,金银河,39.89,-2.43,1229.99,129,5.89,363.0,476.0,-112.0,516160,新能源ETF
20251014,885530.TI,黄金概念,卧龙新能,9.85,-1.18,3426.8,76,7.42,405.0,518.0,-113.0,512400,有色ETF
20251014,886050.TI,算力租赁,汇金股份,19.89,-2.04,1382.5,150,5.74,263.0,377.0,-114.0,515230,软件ETF
20251014,886031.TI,ChatGPT概念,*ST云创,11.82,-2.3,1919.98,141,4.6,261.0,381.0,-119.0,159381,创业板人工智能ETF
20251014,885775.TI,燃料电池,安泰科技,19.86,-1.57,1931.11,203,10.03,361.0,484.0,-123.0,516160,新能源ETF
20251014,885427.TI,高端装备,山子高科,4.74,-1.49,3139.57,319,9.98,510.0,634.0,-124.0,159638,高端装备ETF
20251014,885945.TI,汽车芯片,雅创电子,46.43,-2.96,1142.58,129,12.91,461.0,587.0,-126.0,512480,半导体ETF
20251014,886078.TI,商业航天,楚江新材,11.32,-1.82,1829.26,251,10.01,425.0,555.0,-130.0,159206,卫星ETF
20251014,885311.TI,智能电网,神马电力,41.51,-1.45,3539.17,248,6.71,438.0,569.0,-131.0,561380,电网设备ETF
20251014,885934.TI,元宇宙,金马游乐,58.66,-2.06,1890.78,178,6.79,318.0,456.0,-137.0,159869,游戏ETF
20251014,885923.TI,鸿蒙概念,迪普科技,21.35,-1.77,1998.83,253,4.76,284.0,421.0,-137.0,515230,软件ETF
20251014,885459.TI,网络安全,东信和平,25.28,-2.03,5632.35,180,10.01,345.0,502.0,-156.0,515230,软件ETF
20251014,885641.TI,风电,卧龙新能,9.85,-1.07,1228.97,383,7.42,778.0,935.0,-157.0,516160,新能源ETF
20251014,885362.TI,云计算,德固特,40.57,-1.89,4149.98,214,19.99,392.0,560.0,-167.0,515230,软件ETF
20251014,886041.TI,数据要素,梅雁吉祥,3.33,-1.56,1278.85,382,9.9,412.0,584.0,-171.0,515230,软件ETF
20251014,885461.TI,充电桩,中石科技,44.37,-1.16,6026.6,359,12.16,644.0,826.0,-181.0,516160,新能源ETF
20251014,886019.TI,AIGC概念,中电鑫龙,13.97,-1.99,2105.5,258,5.04,358.0,541.0,-183.0,159381,创业板人工智能ETF
20251014,885908.TI,第三代半导体,力量钻石,41.1,-2.5,1843.55,156,14.96,415.0,608.0,-193.0,512480,半导体ETF
20251014,885757.TI,区块链,东信和平,25.28,-1.58,1621.77,264,10.01,523.0,720.0,-197.0,515230,软件ETF
20251014,885823.TI,氢能源,德固特,40.57,-0.97,2543.08,349,19.99,856.0,1061.0,-205.0,516160,新能源ETF
20251014,886013.TI,信创,东信和平,25.28,-1.98,2150.41,299,10.01,499.0,706.0,-206.0,515230,软件ETF
20251014,886042.TI,存储芯片,雅创电子,46.43,-3.89,1616.58,123,12.91,685.0,895.0,-209.0,512480,半导体ETF
20251014,886044.TI,液冷服务器,中石科技,44.37,-3.06,1792.96,158,12.16,656.0,866.0,-210.0,515230,软件ETF
20251014,885709.TI,虚拟现实,中石科技,44.37,-2.28,970.74,283,12.16,656.0,881.0,-225.0,159869,游戏ETF
20251014,885736.TI,无人驾驶,雅创电子,46.43,-2.12,2789.4,360,12.91,697.0,930.0,-232.0,515030,新能源车ETF
20251014,886032.TI,固态电池,安泰科技,19.86,-2.6,1263.67,259,10.03,633.0,869.0,-236.0,516160,新能源ETF
20251014,885531.TI,光伏概念,雅创电子,46.43,-1.16,3887.53,532,12.91,990.0,1227.0,-237.0,516290,光伏ETF
20251014,885564.TI,无人机,中石科技,44.37,-2.04,2891.58,422,12.16,676.0,917.0,-241.0,512660,军工ETF
20251014,885494.TI,一带一路,新莱福,76.1,-0.57,2355.53,715,19.99,1189.0,1446.0,-256.0,510300,沪深300ETF
20251014,886067.TI,低空经济,安泰科技,19.86,-1.88,2097.5,434,10.03,753.0,1042.0,-288.0,515030,新能源车ETF
20251014,885700.TI,军工,安泰科技,19.86,-1.69,2207.1,583,10.03,973.0,1282.0,-308.0,512660,军工ETF
20251014,886069.TI,人形机器人,雅创电子,46.43,-3.22,2426.86,353,12.91,910.0,1255.0,-345.0,562500,机器人ETF
20251014,885556.TI,5G,中石科技,44.37,-2.51,5231.93,432,12.16,1162.0,1514.0,-351.0,515880,通信ETF
20251014,885921.TI,储能,雅创电子,46.43,-1.41,2352.78,707,12.91,1509.0,1874.0,-364.0,516160,新能源ETF
20251014,885997.TI,比亚迪概念,雅创电子,46.43,-2.27,1811.82,640,12.91,1178.0,1616.0,-438.0,515030,新能源车ETF
